INSTNM,ADDR,CITY,STABBR,ZIP,CHFNM,CHFTITLE,GENTELE,WEBADDR,APPLURL,LONGITUD,LATITUDE
Burlington College,351 North Ave,Burlington,VT,5401,Christine Plunkett,President,8028629616,www.burlington.edu,www.burlington.edu/apply-now,-73.228181,44.49117
Castleton State College,62 Alumni Dr,Castleton,VT,5735,David S Wolk,President,8024685611,www.castleton.edu,https://www.castleton.edu/admissions/admissions3.htm,-73.181486,43.607982
Champlain College,246 S. Willard St,Burlington,VT,5401,David Finney,President,8028602700,www.champlain.edu,www.champlain.edu/undergraduate-studies/admission/applying-to-champlain.html,-73.204354,44.47295
Community College of Vermont,1 Abenaki Way,Winooski,VT,05404-2245,Joyce Judy,President,8028282800,www.ccv.edu,https://andromeda.ccv.vsc.edu/apply/,-73.181814,44.491598
Goddard College,123 Pitkin Road,Plainfield,VT,05667-9432,Barbara Vacarr,President,8024548311,www.goddard.edu,www.admissions.goddard.edu,-72.437252,44.27912
Green Mountain College,One Brennan Circle,Poultney,VT,05764-1199,Paul Fonteyn,President,8022878000,www.greenmtn.edu,https://campus.greenmtn.edu/admissions05/app2005.htm,-73.241107,43.517134
Johnson State College,337 College Hill,Johnson,VT,05656-9464,Barbara Murphy,President,8026352356,www.jsc.edu,www.jsc.edu/AdmissionsAndAid/Apply.aspx,-72.671154,44.641736
Lyndon State College,1001 College Rd,Lyndonville,VT,05851-0919,Joseph A. Bertolino,President,8026266200,WWW.LYNDONSTATE.EDU,www.lyndonstate.edu/prospective-students/applying-application-requirements/,-72.024563,44.53433
Marlboro College,2582 South Rd,Marlboro,VT,05344-0300,Ellen McCulloch-Lovell,President,8022574333,www.marlboro.edu,www.commonapp.org,-72.736552,42.839603
Middlebury College,Old Chapel,Middlebury,VT,5753,Ronald D. Liebowitz,President,8024435000,www.middlebury.edu,www.middlebury.edu/admissions/apply,-73.176068,44.009117
New England Culinary Institute,56 College Street,Montpelier,VT,5602,Francis Voigt,Chief Executive Officer,8022236324,www.neci.edu,www.neci.edu/apply,-72.55937,44.261202
Norwich University,158 Harmon Drive,Northfield,VT,05663-1035,Richard W Schneider,President,8024852000,www.norwich.edu,norwich.edu.185r.net/application/login/,-72.660129,44.139402
O'Briens Aveda Institute,1475 Shelburne Rd,South Burlington,VT,05403-7747,Anne Orr,School Director,8026589591,www.obriensavedainstitute.org,www.obriensavedainstitute.org,-73.210065,44.433754
Saint Michael's College,One Winooski Park,Colchester,VT,5439,John J. Neuhauser,President,8026542000,www.smcvt.edu,www.smcvt.edu/Admissions/Apply.aspx,-73.163136,44.494212
SIT Graduate Institute,1 Kipling Rd,Brattleboro,VT,05302-0676,Donald Steinberg,President/CEO,8022577751,www.sit.edu,https://secure.worldlearning.org/applications/graduate/grad_index.cfm,-72.56738,42.891035
College of St Joseph,71 Clement Road,Rutland,VT,05701-3899,Richard B. Lloyd,President,80277359000,www.csj.edu,www.csj.edu/undergraduate-admission-application/,-73.007033,43.599777
Southern Vermont College,982 Mansion Drive,Bennington,VT,05201-6002,Karen Gross,President,8024476324,www.svc.edu,www.svc.edu/admission/aindex.html,-73.21866,42.867031
Sterling College,16 Sterling Drive,Craftsbury Common,VT,05827-0072,Matthew Derr,President,8025867711,www.sterlingcollege.edu,www.sterlingcollege.edu/P2.apply.html,-72.382372,44.65225
Vermont Law School,164 Chelsea Street,South Royalton,VT,05068-0096,Marc Mihaly,President and Dean,8028311000,www.vermontlaw.edu,www.vermontlaw.edu/Admissions.htm,-72.52207,43.821797
Vermont State Colleges-Office of the Chancellor,"575 Stone Cutters Way, Suite 1",Montpelier,VT,5602,Timothy J. Donovan,Chancellor,8022243000,www.vsc.edu, ,-72.572671,44.25424
Vermont Technical College,1 Main Street,Randolph Center,VT,05061-0500,"Philip A. Conroy, Jr.",President,8027281000,www.vtc.edu,www.vtc.edu/admissions,-72.605179,43.939321
University of Vermont,85 S Prospect St,Burlington,VT,05405-0160,E. Thomas Sullivan,President,8026563131,www.uvm.edu,www.uvm.edu/admissions/undergraduate/applying/,-73.198128,44.479262
Bar Palma Beauty Careers Academy,3535 D Franklin Rd SW,Roanoke,VA,24014,Barbara L Hensley,President,5403430153,barpalma.com,barpalma.com,-79.968854,37.237643
Advanced Technology Institute,5700 Southern Blvd Ste 100,Virginia Beach,VA,23462,Mark Dreyfus,President,7574901241,www.auto.edu,www.auto.edu,-76.182939,36.841029
Averett University,420 W Main St,Danville,VA,24541,Dr. Tiffany M. Franks,President,4347915600,www.averett.edu,www.averett.edu/admissions/apply.php?applicationformid=1html,-79.413214,36.577273
Blue Ridge Community College,1 College Lane,Weyers Cave,VA,24486-0080,John A. Downey,President,5402349261,www.brcc.edu,https://apply.vccs.edu/oa/launch.action,-78.939038,38.279582
Bluefield College,3000 College Dr,Bluefield,VA,24605,David Olive,President,2763263682,www.bluefield.edu,www.bluefield.edu/applynow/,-81.244879,37.245681
Bridgewater College,402 E College St,Bridgewater,VA,22812-1599,David W. Bushman,President,5408288000,www.bridgewater.edu,www.bridgewater.edu/Admissions,-78.969011,38.378391
College of William and Mary,200 Richmond Road,Williamsburg,VA,23187-8795,W. Taylor Reveley III,President,7572214000,www.wm.edu,www.wm.edu/admission/,-76.709395,37.27195
Regent University,1000 Regent University Dr,Virginia Beach,VA,23464,Dr. Carlos Campo,President,7573524000,www.regent.edu,www.regent.edu/admissions/application.html,-76.192844,36.800929
Central School of Practical Nursing,1330 N Millitary Hwy,Norfolk,VA,23502,Kenyetta Goshen,"Site Coordinator, Norfolk Technical Center",7578923300,ww2.nps.k12.va.us/education/components/scrapbook/default.php?sectiondetailid=55850&,ww2.nps.k12.va.us/education/components/docmgr/default.php?sectiondetailid=29229&,-76.209528,36.869409
Central Virginia Community College,3506 Wards Rd,Lynchburg,VA,24502-2498,John Capps,President,4348327600,www.cvcc.vccs.edu,www.cvcc.vccs.edu/,-79.184391,37.358895
Christopher Newport University,1 Avenue of the Arts,Newport News,VA,23606-3072,"Paul S. Trible, Jr.",President,7575947000,www.cnu.edu,www.cnu.edu/admission/freshman,-76.486978,37.061502
Suffolk Beauty Academy,860 Portsmouth Blvd,Suffolk,VA,23434-3020,Sandra Richardson,Owner,7579340656,suffolkbeautyacademy.edu, ,-76.563928,36.73951
Bryant & Stratton College-Virginia Beach,301 Centre Pointe Dr,Virginia Beach,VA,23462,Roderick S. Rumler,Campus Director,7574997900,www.bryantstratton.edu,www.bryantstratton.edu/Admissions/Get-Started.aspx,-76.138144,36.82779
Bryant & Stratton College-Richmond,8141 Hull St Rd,North Chesterfield,VA,23235,Joette Lehberger,Campus Director,8047452444,www.bryantstratton.edu,www.bryantstratton.edu/Admissions/Get-Started.aspx,-77.542139,37.460414
Jefferson College of Health Sciences,101 Elm Avenue SE,Roanoke,VA,24013,Dr. Nathaniel L. Bishop,President,8889858483,www.jchs.edu,www.jchs.edu/page.php/prmID/495,-79.939711,37.26618
Dabney S Lancaster Community College,1000 Dabney Drive,Clifton Forge,VA,24422-1000,Dr. John Rainone,President,5408632800,www.dslcc.edu,apply.vccs.edu/oa/launch.action,-79.85179,37.812546
Danville Community College,1008 S Main St,Danville,VA,24541-4004,Bruce Scism,President,4347972222,www.dcc.vccs.edu,https://apply.vccs.edu/oa/launch.action,-79.40855,36.565714
Eastern Virginia Medical School,700w. Olney,Norfolk,VA,23507,Dr. Richard Homan,President,7574468422,www.evms.edu,https://www.aamc.org/students/applying/,-76.300768,36.861681
Centura College-Virginia Beach,2697 Dean Dr Ste 100,Virginia Beach,VA,23452-7431,Jeremiah Scarbrough,Executive Director,7.5734E+12,www.centura.edu/VA_Beach/default.aspx,www.centuracollege.edu,-76.064503,36.837641
Emory & Henry College,30461 Garnand Drive,Emory,VA,24327-0947,Jake B. Schrum,President,2769444121,www.ehc.edu,https://www.ehc.edu/admission/user,-81.831737,36.772543
Eastern Mennonite University,1200 Park Rd,Harrisonburg,VA,22802-2462,Loren Swartzendruber,President,5404324000,www.emu.edu,www.emu.edu/admissions/apply/,-78.876077,38.478611
Eastern Shore Community College,29300 Lankford Hwy,Melfa,VA,23410,Dr. Linda Thomas-Glover,President,7577891789,www.es.vccs.edu,www.es.vccs.edu,-75.750802,37.64046
Ferrum College,215 Ferrum Mountain Road,Ferrum,VA,24088-9000,Jennifer L. Braaten,President,5403652121,www.ferrum.edu,www.ferrum.edu/admissions/prospective_students/apply/index.html,-80.020864,36.926648
George Mason University,4400 University Dr,Fairfax,VA,22030-4444,Angel Cabrera,President,7039931000,www.gmu.edu,admissions.gmu.edu/applyNow/,-77.30794,38.83088
Germanna Community College,2130 Germanna Hwy,Locust Grove,VA,22508-2102,David A. Sam,President,5404239030,www.germanna.edu,https://apply.vccs.edu/oa/launch.action,-77.780132,38.375556
Hampden-Sydney College,College Road,Hampden-Sydney,VA,23943-0128,Dr. Christopher B. Howard,President,4342236000,www.hsc.edu,www.hsc.edu/Admissions-and-Financial-Aid/Admission-and-Applications.html,-78.461371,37.242482
Hampton University,E Queen Street,Hampton,VA,23668-0099,William R. Harvey,President,7577275000,www.hamptonu.edu,www.hamptonu.edu/studentservices/admissions/apply.htm,-76.337647,37.022084
Hollins University,7916 Williamson Rd NW,Roanoke,VA,24020,Nancy Oliver Gray,President,5403626000,www.hollins.edu,www.hollins.edu/admissions/firstyear/apply.shtml,-79.942196,37.354629
J Sargeant Reynolds Community College,1651 E Parham Road,Richmond,VA,23228-2327,Dr. Gary L. Rhodes,President,8043713000,www.reynolds.edu,https://apply.vccs.edu/oa/launch.action,-77.472958,37.637415
James Madison University,800 South Main Street,Harrisonburg,VA,22807,Jonathan R. Alger,President,5405686211,www.jmu.edu/,www.jmu.edu/admissions/apply/,-78.871663,38.435332
John Tyler Community College,13101 Jefferson Davis Hwy,Chester,VA,23831-5316,Dr. Edward Ted Raspiller,President,8047964000,www.jtcc.edu,https://apply.vccs.edu/oa/launch.action,-77.407937,37.346261
Everest College-Newport News,803 Diligence Drive,Newport News,VA,23606,Niki Good,School President,7578731111,www.everest.edu/campus/newport_news,www.everest.edu/campus/newport_news,-76.46524,37.084342
Liberty University,1971 University Blvd,Lynchburg,VA,24515,"Jerry L. Falwell, Jr.",President,4345822000,www.liberty.edu,www.liberty.edu/apply,-79.179688,37.350345
Longwood University,201 High St,Farmville,VA,23909,"W. Taylor Reveley, IV",President,4343952000,www.longwood.edu,www.whylongwood.com/apply.htm,-78.395789,37.301073
Lord Fairfax Community College,173 Skirmisher Lane,Middletown,VA,22645,Cheryl Thompson-Stacy,President,5408687000,www.lfcc.edu,https://apply.vccs.edu/oa/launch.action,-78.267325,39.036001
Lynchburg College,1501 Lakeside Dr,Lynchburg,VA,24501-3113,Kenneth R. Garren,President,4345448100,www.lynchburg.edu,www.lynchburg.edu/undergraduate-admission/how-apply,-79.184153,37.397678
Lynchburg General Hospital School of Nursing,"905 Lakeside Dr., Suite A",Lynchburg,VA,24501,Kathy Johnson,"Dean, Schools of Nursing",4342003070,centrahealth.com/news/careers/college-of-nursing, ,-79.174101,37.4051
Mary Baldwin College,New & Frederick St,Staunton,VA,24401,Pamela Fox,President,5408877000,www.mbc.edu,www.mbc.edu,-79.068325,38.154799
University of Mary Washington,1301 College Ave,Fredericksburg,VA,22401-5300,Rick Hurley,President,5406541000,www.umw.edu,admissions.umw.edu/apply/,-77.474392,38.302206
Marymount University,2807 N Glebe Rd,Arlington,VA,22207-4224,Dr. Matthew D. Shank,President,7035225600,www.marymount.edu,www.marymount.edu/admissions/,-77.128799,38.905552
Danville Regional Medical Center School of Health Professions,142 S Main St,Danville,VA,24541,Eric Deaton,CEO DRMC and Dean of School,4347994443,danvilleregional.com/professionals/school/, ,-79.405414,36.578155
Mountain Empire Community College,3441 Mountain Empire Road,Big Stone Gap,VA,24219,Scott Hamilton,President,2765232400,www.mecc.edu,https://apply.vccs.edu/oa/launch.action,-82.758482,36.855116
American National University,1813 E Main St,Salem,VA,24153,Frank  Longaker,President,5409861800,www.an.edu, ,-80.023597,37.299714
New River Community College,5251 College Drive,Dublin,VA,24084-1127,Jack M. Lewis,President,5406743600,www.nr.edu,https://apply.vccs.edu/oa/launch.action,-80.696055,37.105229
Sentara College of Health Sciences,"1441 Crossways Blvd, Suite 105",Chesapeake,VA,23320,Shelly Cohen,Director,7573882900,www.sentara.edu, ,-76.242722,36.777001
Tidewater Tech-Trades,5301 E Princess Anne Rd,Norfolk,VA,23502,Yvette Wilson,Campus Executive Director,7578588324,www.tidewatertechtrades.edu,www.tidewatertechtrades.edu,-76.219925,36.872864
Norfolk State University,700 Park Avenue,Norfolk,VA,23504-8000,Dr. Tony Atwater,President,7578238600,www.nsu.edu,www.nsu.edu/enrollment-management/apply-online/index,-76.26393,36.848262
Northern Virginia Community College,4001 Wakefield Chapel Rd,Annandale,VA,22003-3796,"Robert G. Templin, Jr.",President,7033233000,www.nvcc.edu, ,-77.236679,38.834039
Old Dominion University,5115 Hampton Blvd,Norfolk,VA,23529,John R. Broderick,President,7576833000,www.odu.edu,admissions.odu.edu/undergraduate.php?page=forms,-76.309653,36.884919
Patrick Henry Community College,645 Patriot Avenue,Martinsville,VA,24112,Angeline Godwin,President,2766560311,www.patrickhenry.edu, ,-79.871136,36.7379
Paul D Camp Community College,100 N College Dr,Franklin,VA,23851,Paul Conco,President,7575696700,www.pdc.edu/,www.pdc.edu/admissions/online-application,-76.937572,36.674535
Southside Regional Medical Center Professional Schools,737 South Sycamore Street,Petersburg,VA,23803-5133,Michael J. Yungmann,C.E.O.,8047655800,www.srmconline.com, ,-77.397388,37.216969
Miller-Motte Technical College-Lynchburg,1011 Creekside Lane,Lynchburg,VA,24502,Susie Rowland,Campus Director,4342395222,www.miller-motte.edu/,www.miller-motte.edu/,-79.226263,37.375746
Piedmont Virginia Community College,501 College Drive,Charlottesville,VA,22902-7589,Frank Friedman,President,4349773900,www.pvcc.edu,https://apply.vccs.edu/,-78.48371,38.006902
Radford University,801 East Main Street,Radford,VA,24141-0672,Penelope W. Kyle,President,5408315000,www.radford.edu,https://www.applyweb.com/apply/runet/menu.html,-80.549731,37.136914
Sylvain Melloul International Hair Academy,3405 Candlers Mountain Rd. #G360,Lynchburg,VA,24502-2652,Jonathan Melloul,Chief Operating Officer,4343857722,smiha.edu, ,-79.178341,37.36458
Randolph-Macon College,204 Henry St,Ashland,VA,23005-5505,Robert R. Lindgren,President,8047527200,www.rmc.edu,https://secure.rmc.edu/apply/,-77.472253,37.749654
Randolph College,2500 Rivermont Ave,Lynchburg,VA,24503-1555,Bradley W. Bateman,President,4349478000,www.randolphcollege.edu,www.randolphcollege.edu/apply/,-79.17079,37.437429
Rappahannock Community College,12745 College Drive,Glenns,VA,23149-2616,Elizabeth H. Crowther,President,8047586700,www.rappahannock.edu/, ,-76.623915,37.564433
Fortis College-Norfolk,6300 Center Dr Bldg 22,Norfolk,VA,23502-4101,Walter Merchant,Campus President,7574995447,www.fortisedu.info/cig-vabeach.php, ,-76.18583,36.84706
Richard Bland College of the College of William and Mary,11301 Johnson Rd,Petersburg,VA,23805,Dr. Debbie Sydow,President,8048626100,www.rbc.edu,www.rbc.edu,-77.399282,37.156936
Bon Secours Memorial College of Nursing,8550 Magellan Parkway Suite 1100,Richmond,VA,23227-1149,Melanie Green,"Provost, Vice President",8046275300,www.bsmcon.edu, ,-77.433191,37.646876
University of Richmond,28 Westhampton Way,University of Richmond,VA,23173,Edward L. Ayers,President,8042898000,www.richmond.edu,admissions.richmond.edu/process/index.html,-77.538702,37.577625
Riverside School of Health Careers,316 Main St.,Newport News,VA,23601,Robin Nelhuebel,System Director,7572402200,www.riversideonline.com/rshc/, ,-76.456345,37.035234
Roanoke College,221 College Lane,Salem,VA,24153-3794,Michael C. Maxey,President,5403752500,www.roanoke.edu,https://roanoke.edu/Admissions/Apply.htm,-80.056433,37.29686
Bon Secours St Mary's Hospital School of Medical Imaging,8550 Magellan Pkwy Ste 700,Richmond,VA,23227,Debra Pollard,Financial Aid Coordinator,8046275408,www.bonsecours.com/somi/index.asp, ,-77.433133,37.646799
Saint Pauls College,115 College Drive,Lawrenceville,VA,23868, , , , , ,-77.850862,36.76059
Shenandoah University,1460 University Dr,Winchester,VA,22601-5195,"Tracy Fitzsimmons, PhD",President,5406654500,www.su.edu,www.su.edu/admission/F7D8A981398A40E1B6F36BCEFD729EEE.asp,-78.158376,39.166058
Southern Virginia University,One University Hill Drive,Buena Vista,VA,24416,Paul K. Sybrowsky,President,5402618400,www.svu.edu,svu.edu/admissions/apply,-79.350296,37.740669
Southside Virginia Community College,109 Campus Dr,Alberta,VA,23821,John J Cavan,President,8882227822,www.southside.edu,https://apply.vccs.edu/oa/launch.action,-77.917964,36.839073
Southwest Virginia Community College,"369 College Road       US Rt. 19, 6 Miles S. Claypool Hill",Richlands,VA,24641-1101,J. Mark Estepp,President,2769642555,www.sw.edu,apply.vccs.edu/app/app.htm,-81.796682,37.006196
Springfield Beauty Academy,4223 Annandale Rd,Annandale,VA,22003,Anthony N Katsakis,Executive Officer,7032565662,springfieldbeautyacademy.org/about-us/,springfieldbeautyacademy.org/admission/,-77.196365,38.831881
Staunton School of Cosmetology,128 E Beverley St,Staunton,VA,24401,Bonnie G Traylor-Bender,Director,5408850808,hairstylingschool.com,hairstylingschool.com,-79.070618,38.149493
Strayer University-Virginia,2121 15th Street N,Arlington,VA,22207,Michael A Plater,President,7038925100,www.strayer.edu/virginia/arlington, ,-77.085101,38.89089
Sweet Briar College,134 Chapel Drive,Sweet Briar,VA,24595-9998,Jo Ellen Parker,President,4343816100,www.sbc.edu,www2.sbc.edu/admissions/first_year_apply.html?apply,-79.079735,37.556317
Thomas Nelson Community College,99 Thomas Nelson Drive,Hampton,VA,23666,Dr. John T. Dever,President,7578252700,www.tncc.edu,https://apply.vccs.edu/oa/launch.action,-76.418615,37.063654
